ID,Nombre completo,Correo electrónico,Teléfono,Edad,País,Fecha de nacimiento,Género,Salario,Estatura (cm),Peso (kg)
2167,José Martín,jose.martin@gmail.com,800555789,58,Perú,30/01/2023,Masculino,103099,196,93
2168,Carlos Garía,carlos.garia@yahoo.com,55987654321,60,UK,15/03/1991,Masculino,105047,164,78
2169,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321,44,Canadá,31/12/2023,Femenino,36240,155,56
2170,María Hernández,maria.hernandez@gmail.com,1234567891,36,Argentina,06/05/2006,Femenino,94094,193,77
2171,María Hernández,maria.hernandez@gmail.com,5554321234,36,Argentina,15/03/1991,Femenino,30477,169,58
2172,Diego García,diego.garcia@gmail.com,5551234567,36,Perú,28/05/2021,Masculino,93104,199,77
2173,Juan Pérez,juan.perez@hotmail.com,5554321234,26,Colombia,27/12/2004,Masculino,73332,163,55
2174,Juan Pérez,juan.perez@gmail.com,5554321234,44,Perú,14/09/2023,Femenino,47037,151,78
2175,Ana López,ana.lopez@gmail.com,5551234567,44,Argentina,06/05/2020,Femenino,32629,158,66
2176,Paula Rivas,paula.rivas@gmail.com,55987654321,34,Argentina,21/09/2024,Femenino,45147,186,65
2177,Diego García,diego.garcia@gmail.com,5554321,59,Colombia,10/09/2023,Masculino,68230,169,72
2178,Pedro Sánz,pedro.sanz@yahoo.com,800555789,59,Colombia,15/03/1991,Masculino,119089,175,80
2179,Lucía Méndez,lucia.mendez@gmail.com,5554321234,59,Argentina,15/03/1991,Femenino,108052,178,52
2180,Javier Torres,javier.torres@gmail.com,5551234,59,México,18/06/2005,Femenino,79223,150,70
2181,José Martín,jose.martin@gmail.com,5551234567,59,Argentina,29/04/2004,Masculino,98447,184,75
2182,Stephanie W.,stephanie.w.@hotmail.com,1234567891,59,Perú,15/03/1991,Femenino,62893,155,85
2183,Andrés Castro Gómez,andres.gomez@gmail.com,55987654321,20,España,04/07/2015,Masculino,94181,186,91
2184,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321234,30,U.S,18/11/2003,Femenino,116698,154,86
2185,Pedro Sánz,pedro.sanz@gmail.com,5554321234,30,España,10/11/2023,Masculino,93736,182,71
2186,Carlos Garía,carlos.garia@gmail.com,55987654321,44,UK,21/12/2024,Masculino,66508,198,91
2187,Lucía Méndez,lucia.mendez@hotmail.com,1234567891,44,Colombia,19/10/2003,Femenino,49582,163,61
2188,Paula Rivas,paula.rivas@gmail.com,1234567891,44,México,11/05/2002,Femenino,104213,161,91
2189,Pedro Sánz,pedro.sanz@gmail.com,800555789,41,Canadá,08/08/2000,Masculino,64257,191,62
2190,Ana López,ana.lopez@gmail.com,1234567891,59,U.S,14/03/2005,Femenino,33656,169,60
2191,José Martín,jose.martin@gmail.com,55987654321,52,UK,02/07/2018,Masculino,89349,199,65
2192,Carlos Garía,carlos.garia@hotmail.com,1234567891,52,UK,13/05/2006,Masculino,98184,173,57
2193,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321,57,UK,02/09/2017,Femenino,30013,192,89
2194,Paula Rivas,paula.rivas@gmail.com,5554321234,54,U.S,29/10/2022,Femenino,34488,183,89
2195,Pedro Sánz,pedro.sanz@gmail.com,5551234567,54,Colombia,14/04/2018,Masculino,56581,174,94
2196,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321234,54,Perú,10/09/2021,Femenino,90963,199,51
2197,Lucía Méndez,lucia.mendez@gmail.com,800555789,44,Argentina,19/09/2008,Femenino,92581,178,79
2198,Carlos Garía,carlos.garia@gmail.com,5554321,22,Argentina,28/02/2009,Masculino,37703,188,79
2199,Andrés Castro Gómez,andres.gomez@gmail.com,5554321,36,España,12/02/2015,Masculino,38525,180,61
2200,Juan Pérez,juan.perez@gmail.com,5554321,36,España,10/09/2012,Masculino,119146,196,59
2201,Carlos Garía,carlos.garia@gmail.com,55987654321,36,UK,29/01/2012,Masculino,44999,192,93
2202,Pedro Sánz,pedro.sanz@hotmail.com,55987654321,36,U.S,28/05/2011,Masculino,90890,199,60
2203,Laura Orozco Sánchez,laura.sanchez@gmail.com,5551234567,36,U.S,15/06/2020,Femenino,117167,172,64
2204,Lucía Méndez,lucia.mendez@gmail.com,1234567891,36,España,01/02/2022,Femenino,108991,193,65
2205,Stephanie W.,stephanie.w.@gmail.com,1234567891,36,Perú,01/04/2003,Femenino,38564,187,66
2206,Carlos Garía,carlos.garia@yahoo.com,800555789,36,España,12/12/2015,Masculino,97841,169,75
2207,María Hernández,maria.hernandez@gmail.com,1234567891,52,Argentina,11/03/2023,Femenino,94332,172,51
2208,Juan Pérez,juan.perez@gmail.com,800555789,52,U.S,18/01/2014,Masculino,38138,194,99
2209,María Hernández,maria.hernandez@gmail.com,5554321,52,Perú,15/03/1991,Femenino,94814,165,61
2210,Andrés Castro Gómez,andres.gomez@gmail.com,5551234567,52,Canadá,24/10/2013,Masculino,107793,199,75
2211,Ana López,ana.lopez@gmail.com,5554321,38,UK,25/12/2024,Femenino,94185,191,72
2212,Paula Rivas,paula.rivas@gmail.com,5551234567,59,Argentina,30/10/2012,Femenino,40801,157,67
2213,Diego García,diego.garcia@gmail.com,5554321234,40,Perú,15/03/1991,Femenino,67798,199,81
2214,Carlos Garía,carlos.garia@gmail.com,55987654321,40,UK,03/03/2007,Masculino,102234,170,98
2215,Lucía Méndez,lucia.mendez@gmail.com,800555789,40,UK,14/06/2015,Femenino,41992,150,87
2216,Andrés Castro Gómez,andres.gomez@gmail.com,1234567891,53,España,25/05/2005,Femenino,71185,157,96
2217,Carlos Garía,carlos.garia@gmail.com,5551234567,22,Argentina,15/03/1991,Masculino,96155,178,52
2218,Marta Lopez Rodríguez,marta.rodriguez@hotmail.com,5551234567,34,Perú,31/07/2022,Femenino,47771,181,87
2219,María Hernández,maria.hernandez@gmail.com,5551234567,34,Canadá,02/01/2011,Femenino,57087,187,52
2220,Pedro Sánz,pedro.sanz@gmail.com,5551234,34,Perú,03/01/2023,Femenino,69795,154,79
2221,María Hernández,maria.hernandez@gmail.com,5551234,21,Argentina,04/11/2023,Femenino,79324,196,50
2222,Andrés Castro Gómez,andres.gomez@hotmail.com,5554321234,57,U.S,04/11/2016,Masculino,48942,171,79
2223,Diego García,diego.garcia@yahoo.com,5554321,41,Perú,28/12/2018,Masculino,71760,196,94
2224,Laura Orozco Sánchez,laura.sanchez@gmail.com,5551234,41,Argentina,09/01/2019,Femenino,87235,183,81
2225,Ana López,ana.lopez@yahoo.com,800555789,50,U.S,14/10/2011,Femenino,92770,150,77
2226,Paula Rivas,paula.rivas@gmail.com,5554321234,50,México,23/12/2001,Femenino,38153,175,70
2227,Carlos Garía,carlos.garia@gmail.com,800555789,50,Perú,15/03/1991,Femenino,82373,192,95
2228,Ana López,ana.lopez@gmail.com,5551234,50,UK,30/04/2006,Femenino,84001,159,62
2229,José Martín,jose.martin@yahoo.com,5554321,50,Argentina,05/10/2007,Masculino,67236,179,76
2230,Diego García,diego.garcia@gmail.com,55987654321,50,Argentina,15/03/1991,Masculino,54938,199,85
2231,Diego García,diego.garcia@hotmail.com,800555789,50,UK,05/12/2014,Masculino,117269,167,56
2232,Lucía Méndez,lucia.mendez@gmail.com,5551234567,50,Argentina,01/09/2015,Femenino,60295,166,71
2233,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234,30,España,11/04/2021,Femenino,40460,175,59
2234,Laura Orozco Sánchez,laura.sanchez@yahoo.com,1234567891,49,UK,12/05/2019,Femenino,93556,157,88
2235,Paula Rivas,paula.rivas@gmail.com,5554321,39,Canadá,06/06/2005,Femenino,58377,196,64
2236,José Martín,jose.martin@hotmail.com,5554321,42,Perú,29/04/2012,Masculino,85401,189,64
2237,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321,42,Argentina,27/07/2020,Femenino,94337,198,53
2238,Pedro Sánz,pedro.sanz@hotmail.com,5551234,29,U.S,30/01/2018,Masculino,67872,161,81
2239,José Martín,jose.martin@yahoo.com,5554321,29,Argentina,17/08/2010,Masculino,71451,176,72
2240,Paula Rivas,paula.rivas@gmail.com,55987654321,29,México,15/03/1991,Femenino,42631,157,55
2241,Carlos Garía,carlos.garia@hotmail.com,5551234567,29,Colombia,15/03/1991,Masculino,87429,174,73
2242,Ana López,ana.lopez@gmail.com,5554321234,29,Perú,30/03/2013,Femenino,96049,195,69
2243,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,55987654321,29,México,07/05/2020,Femenino,80263,153,86
2244,Carlos Garía,carlos.garia@gmail.com,5551234,24,Colombia,12/06/2010,Masculino,66490,182,69
2245,Juan Pérez,juan.perez@gmail.com,55987654321,24,Colombia,17/02/2012,Masculino,30889,150,61
2246,Diego García,diego.garcia@gmail.com,5551234567,24,Perú,14/05/2003,Masculino,103032,168,82
2247,Paula Rivas,paula.rivas@gmail.com,5551234,35,Perú,01/07/2002,Femenino,100779,180,77
2248,Javier Torres,javier.torres@hotmail.com,5551234567,35,México,21/04/2018,Masculino,105032,165,57
2249,Javier Torres,javier.torres@gmail.com,5551234,28,U.S,19/09/2019,Masculino,102757,163,50
2250,Javier Torres,javier.torres@gmail.com,800555789,28,Argentina,21/08/2005,Masculino,33478,197,86
2251,Andrés Castro Gómez,andres.gomez@yahoo.com,5551234,28,Canadá,11/02/2008,Masculino,74181,154,71
2252,Ana López,ana.lopez@hotmail.com,55987654321,28,UK,27/01/2013,Femenino,47910,190,55
2253,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321,28,Argentina,15/03/1991,Femenino,108601,175,70
2254,Stephanie W.,stephanie.w.@yahoo.com,5551234,22,Argentina,01/02/2003,Femenino,72783,177,81
2255,Paula Rivas,paula.rivas@gmail.com,5554321234,58,Argentina,25/02/2001,Femenino,37341,151,84
2256,Andrés Castro Gómez,andres.gomez@gmail.com,800555789,58,UK,15/03/1991,Masculino,74591,199,64
2257,Andrés Castro Gómez,andres.gomez@gmail.com,1234567891,29,Colombia,15/03/1991,Masculino,112043,155,54
2258,María Hernández,maria.hernandez@hotmail.com,5554321,29,Canadá,25/09/2004,Femenino,65577,158,95
2259,Carlos Garía,carlos.garia@gmail.com,800555789,29,México,13/02/2016,Masculino,92804,182,99
2260,Paula Rivas,paula.rivas@gmail.com,55987654321,29,UK,03/06/2016,Femenino,32680,190,97
2261,Javier Torres,javier.torres@hotmail.com,5551234,29,Argentina,21/08/2007,Masculino,74501,174,55
2262,Juan Pérez,juan.perez@gmail.com,1234567891,29,Canadá,16/01/2003,Masculino,78887,197,74
2263,Paula Rivas,paula.rivas@gmail.com,55987654321,29,Argentina,06/11/2005,Femenino,39214,162,95
2264,Carlos Garía,carlos.garia@hotmail.com,55987654321,29,UK,11/02/2015,Masculino,99214,158,89
2265,María Hernández,maria.hernandez@gmail.com,55987654321,29,Argentina,15/03/1991,Femenino,74921,162,78
2266,María Hernández,maria.hernandez@hotmail.com,1234567891,56,U.S,03/02/2023,Femenino,45743,180,56
2267,Andrés Castro Gómez,andres.gomez@gmail.com,5554321,56,UK,08/08/2020,Masculino,31045,190,89
2268,Pedro Sánz,pedro.sanz@gmail.com,5554321234,54,Perú,15/02/2009,Masculino,103787,160,62
2269,Pedro Sánz,pedro.sanz@gmail.com,5554321,54,UK,15/04/2022,Femenino,67297,153,87
2270,Lucía Méndez,lucia.mendez@hotmail.com,5554321234,54,UK,25/01/2006,Femenino,102231,183,67
2271,Paula Rivas,paula.rivas@gmail.com,5554321,54,UK,15/03/1991,Femenino,48006,187,51
2272,Diego García,diego.garcia@gmail.com,5551234567,54,Perú,15/03/1991,Masculino,43224,195,57
2273,Carlos Garía,carlos.garia@gmail.com,5551234,54,España,17/09/2021,Masculino,55160,153,60
2274,Laura Orozco Sánchez,laura.sanchez@hotmail.com,800555789,39,Canadá,17/10/2004,Femenino,93518,187,82
2275,Paula Rivas,paula.rivas@gmail.com,1234567891,39,Colombia,04/01/2005,Femenino,105060,168,87
2276,José Martín,jose.martin@gmail.com,5554321234,39,México,04/09/2023,Masculino,40205,155,97
2277,Stephanie W.,stephanie.w.@gmail.com,1234567891,39,Perú,14/11/2024,Femenino,110891,183,76
2278,Diego García,diego.garcia@gmail.com,5551234,39,Argentina,26/01/2007,Masculino,50334,167,69
2279,María Hernández,maria.hernandez@yahoo.com,1234567891,39,Colombia,11/07/2008,Femenino,73538,162,61
2280,Stephanie W.,stephanie.w.@yahoo.com,5551234567,59,Perú,07/10/2005,Femenino,117849,190,92
2281,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321234,59,México,01/03/2010,Femenino,112861,172,80
2282,María Hernández,maria.hernandez@gmail.com,5551234567,45,Argentina,18/07/2017,Femenino,81939,168,76
2283,Laura Orozco Sánchez,laura.sanchez@gmail.com,5551234,45,UK,25/10/2023,Femenino,70778,194,81
2284,Pedro Sánz,pedro.sanz@gmail.com,5551234567,57,Perú,02/10/2020,Masculino,118429,160,59
2285,Javier Torres,javier.torres@gmail.com,5554321234,50,España,15/03/1991,Masculino,40934,150,52
2286,Juan Pérez,juan.perez@gmail.com,5551234567,50,Canadá,23/07/2024,Masculino,118255,173,94
2287,Carlos Garía,carlos.garia@gmail.com,5554321234,50,U.S,13/04/2004,Masculino,43629,156,76
2288,Andrés Castro Gómez,andres.gomez@gmail.com,5551234567,50,Argentina,27/03/2003,Masculino,84770,174,84
2289,Lucía Méndez,lucia.mendez@gmail.com,5551234567,39,UK,16/10/2003,Femenino,118626,170,80
2290,Juan Pérez,juan.perez@hotmail.com,5551234567,39,UK,15/08/2021,Masculino,79596,164,64
2291,Andrés Castro Gómez,andres.gomez@yahoo.com,800555789,47,Perú,31/05/2008,Masculino,98087,150,65
2292,Lucía Méndez,lucia.mendez@gmail.com,5551234567,47,Argentina,27/06/2012,Femenino,92205,161,62
2293,Pedro Sánz,pedro.sanz@yahoo.com,5554321234,26,Colombia,15/03/1991,Masculino,66452,156,98
2294,Laura Orozco Sánchez,laura.sanchez@gmail.com,5551234567,28,España,14/06/2008,Femenino,78179,164,84
2295,Ana López,ana.lopez@gmail.com,1234567891,18,Argentina,15/03/1991,Femenino,76495,170,60
2296,Diego García,diego.garcia@gmail.com,5554321,18,Colombia,19/02/2022,Masculino,94055,168,70
2297,Pedro Sánz,pedro.sanz@hotmail.com,5554321234,53,U.S,22/03/2002,Masculino,60902,178,60
2298,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321,53,España,17/05/2008,Femenino,31565,174,79
2299,Stephanie W.,stephanie.w.@gmail.com,5554321234,35,Colombia,02/12/2019,Femenino,94713,182,97
2300,Diego García,diego.garcia@yahoo.com,800555789,35,Canadá,27/05/2014,Masculino,94803,198,84
2301,Laura Orozco Sánchez,laura.sanchez@hotmail.com,1234567891,35,Argentina,18/12/2005,Femenino,56513,181,71
2302,Stephanie W.,stephanie.w.@gmail.com,5551234,35,Perú,30/06/2006,Femenino,49141,198,87
2303,Andrés Castro Gómez,andres.gomez@gmail.com,1234567891,35,Canadá,28/05/2007,Femenino,41806,184,80
2304,Juan Pérez,juan.perez@gmail.com,800555789,40,Colombia,20/11/2014,Masculino,100442,193,63
2305,Marta Lopez Rodríguez,marta.rodriguez@hotmail.com,1234567891,40,México,03/07/2002,Femenino,51454,187,73
2306,Diego García,diego.garcia@gmail.com,800555789,33,UK,10/07/2012,Masculino,90656,175,99
2307,Andrés Castro Gómez,andres.gomez@yahoo.com,1234567891,33,Argentina,27/03/2001,Femenino,76926,160,98
2308,Marta Lopez Rodríguez,marta.rodriguez@hotmail.com,1234567891,33,Colombia,09/05/2008,Femenino,95359,184,81
2309,Diego García,diego.garcia@gmail.com,55987654321,46,Perú,05/02/2006,Masculino,101167,157,85
2310,Diego García,diego.garcia@gmail.com,5551234,26,México,21/08/2015,Masculino,65537,195,81
2311,José Martín,jose.martin@gmail.com,55987654321,43,U.S,10/01/2022,Masculino,71444,163,64
2312,Diego García,diego.garcia@yahoo.com,5554321,23,Colombia,15/03/1991,Masculino,93064,159,92
2313,Javier Torres,javier.torres@gmail.com,800555789,23,Argentina,18/09/2015,Masculino,50297,151,84
2314,Lucía Méndez,lucia.mendez@hotmail.com,1234567891,23,Colombia,05/09/2004,Femenino,38086,195,52
2315,Carlos Garía,carlos.garia@gmail.com,5551234,23,UK,03/10/2004,Femenino,100579,158,65
2316,Marta Lopez Rodríguez,marta.rodriguez@yahoo.com,5551234,24,U.S,11/02/2023,Femenino,110866,152,54
2317,Laura Orozco Sánchez,laura.sanchez@gmail.com,800555789,24,Perú,08/11/2017,Femenino,82255,170,70
2318,Ana López,ana.lopez@hotmail.com,5551234567,24,Colombia,27/01/2005,Femenino,49733,175,59
2319,Lucía Méndez,lucia.mendez@gmail.com,5554321,24,U.S,22/12/2021,Femenino,66267,157,68
2320,Javier Torres,javier.torres@gmail.com,5554321234,24,Colombia,29/12/2015,Masculino,66744,197,74
2321,Javier Torres,javier.torres@gmail.com,800555789,24,Colombia,07/03/2009,Masculino,71915,151,53
2322,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321,24,Argentina,15/12/2017,Femenino,50202,155,78
2323,Paula Rivas,paula.rivas@gmail.com,55987654321,24,UK,01/04/2001,Femenino,33927,177,68
2324,Javier Torres,javier.torres@gmail.com,5554321,24,México,07/02/2017,Masculino,60588,178,92
2325,Juan Pérez,juan.perez@yahoo.com,5551234567,34,U.S,12/09/2017,Masculino,56409,175,51
2326,Stephanie W.,stephanie.w.@gmail.com,55987654321,34,Argentina,16/01/2016,Femenino,104241,174,59
2327,María Hernández,maria.hernandez@gmail.com,1234567891,26,Colombia,17/02/2010,Femenino,76819,161,92
2328,Carlos Garía,carlos.garia@gmail.com,55987654321,26,México,15/03/1991,Masculino,35286,154,74
2329,Javier Torres,javier.torres@hotmail.com,800555789,19,Colombia,05/11/2017,Masculino,60169,183,69
2330,María Hernández,maria.hernandez@gmail.com,5551234,19,U.S,15/03/1991,Femenino,47988,197,97
2331,Andrés Castro Gómez,andres.gomez@gmail.com,5554321,19,Perú,19/08/2005,Masculino,57616,186,68
2332,Diego García,diego.garcia@gmail.com,5554321234,19,UK,01/09/2002,Masculino,41003,164,72
2333,María Hernández,maria.hernandez@gmail.com,5554321234,53,España,06/06/2011,Femenino,104004,193,73
2334,Lucía Méndez,lucia.mendez@gmail.com,55987654321,53,Perú,10/07/2006,Femenino,55167,185,60
2335,Carlos Garía,carlos.garia@hotmail.com,5551234,54,Perú,27/03/2004,Masculino,62667,164,95
2336,José Martín,jose.martin@hotmail.com,5551234,54,México,26/03/2023,Femenino,69433,192,83
2337,Pedro Sánz,pedro.sanz@gmail.com,1234567891,54,Perú,05/11/2003,Masculino,86189,197,77
2338,Pedro Sánz,pedro.sanz@gmail.com,800555789,54,Colombia,16/03/2007,Masculino,43553,172,54
2339,José Martín,jose.martin@hotmail.com,55987654321,54,Canadá,20/06/2017,Femenino,95551,155,54
2340,Stephanie W.,stephanie.w.@hotmail.com,5551234567,59,U.S,07/07/2017,Femenino,77533,195,70
2341,Laura Orozco Sánchez,laura.sanchez@gmail.com,1234567891,59,Argentina,14/02/2012,Femenino,109485,199,61
2342,Pedro Sánz,pedro.sanz@gmail.com,800555789,19,Colombia,08/05/2017,Masculino,47226,193,99
2343,Ana López,ana.lopez@gmail.com,5554321,34,Colombia,11/10/2004,Femenino,64342,192,53
2344,José Martín,jose.martin@gmail.com,5554321,34,UK,27/11/2008,Masculino,85934,194,98
2345,Diego García,diego.garcia@gmail.com,5554321234,39,Canadá,30/04/2018,Femenino,90704,170,91
2346,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,1234567891,39,España,13/12/2020,Femenino,85039,172,69
2347,Javier Torres,javier.torres@gmail.com,55987654321,39,Colombia,11/11/2016,Masculino,56684,192,87
2348,Stephanie W.,stephanie.w.@gmail.com,5551234,39,Colombia,14/02/2009,Femenino,67829,165,74
2349,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,55987654321,39,Colombia,16/06/2002,Femenino,80039,196,63
2350,Paula Rivas,paula.rivas@gmail.com,800555789,39,Canadá,08/04/2004,Femenino,110039,164,60
2351,Diego García,diego.garcia@hotmail.com,55987654321,45,U.S,15/03/1991,Masculino,111936,174,81
2352,Ana López,ana.lopez@gmail.com,5551234567,45,U.S,11/10/2014,Femenino,30620,185,60
2353,Paula Rivas,paula.rivas@yahoo.com,55987654321,45,México,23/12/2021,Femenino,36231,160,67
2354,María Hernández,maria.hernandez@yahoo.com,5551234567,31,México,14/03/2024,Femenino,111476,164,76
2355,Stephanie W.,stephanie.w.@gmail.com,5551234,25,México,20/03/2019,Femenino,74409,153,67
2356,Juan Pérez,juan.perez@hotmail.com,5551234567,25,U.S,06/06/2005,Masculino,94893,170,72
2357,Andrés Castro Gómez,andres.gomez@gmail.com,5554321234,25,U.S,04/04/2001,Masculino,93344,162,60
2358,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321234,25,España,15/03/1991,Femenino,115809,171,70
2359,Andrés Castro Gómez,andres.gomez@gmail.com,5554321234,25,Perú,29/03/2018,Masculino,75042,168,93
2360,Marta Lopez Rodríguez,marta.rodriguez@hotmail.com,55987654321,25,Argentina,18/03/2024,Femenino,62007,183,54
2361,Javier Torres,javier.torres@gmail.com,5551234,25,Colombia,01/08/2008,Masculino,89939,163,72
2362,Andrés Castro Gómez,andres.gomez@hotmail.com,5554321234,21,Colombia,05/03/2008,Masculino,94694,153,90
2363,Andrés Castro Gómez,andres.gomez@hotmail.com,5551234,21,U.S,15/03/1991,Masculino,55722,197,74
2364,José Martín,jose.martin@gmail.com,55987654321,21,Perú,15/03/1991,Femenino,112245,195,90
2365,Andrés Castro Gómez,andres.gomez@gmail.com,1234567891,39,México,03/01/2024,Masculino,56262,176,59
2366,Paula Rivas,paula.rivas@gmail.com,5551234,25,UK,21/03/2017,Femenino,80984,178,71
2367,Carlos Garía,carlos.garia@gmail.com,1234567891,48,México,16/04/2000,Masculino,90615,196,68
2368,Pedro Sánz,pedro.sanz@gmail.com,1234567891,48,Perú,30/11/2000,Femenino,76710,177,50
2369,Lucía Méndez,lucia.mendez@gmail.com,1234567891,34,Canadá,16/05/2022,Femenino,104632,184,56
2370,José Martín,jose.martin@hotmail.com,55987654321,34,México,15/03/1991,Masculino,107060,157,53
2371,Laura Orozco Sánchez,laura.sanchez@yahoo.com,5554321234,34,Colombia,24/06/2001,Femenino,64490,165,50
2372,Juan Pérez,juan.perez@gmail.com,5554321,29,Canadá,02/03/2012,Masculino,112305,191,64
2373,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234,29,México,27/12/2016,Femenino,98068,185,89
2374,Ana López,ana.lopez@gmail.com,5551234,29,México,18/03/2019,Femenino,40580,179,61
2375,José Martín,jose.martin@gmail.com,5551234567,29,UK,10/10/2002,Masculino,86048,167,71
2376,Andrés Castro Gómez,andres.gomez@gmail.com,5551234567,26,Colombia,28/11/2009,Femenino,64578,151,71
2377,Juan Pérez,juan.perez@gmail.com,800555789,26,Argentina,25/06/2014,Femenino,50326,198,99
2378,Diego García,diego.garcia@gmail.com,5554321234,26,Perú,06/09/2018,Femenino,106341,162,96
2379,Javier Torres,javier.torres@gmail.com,5551234567,26,España,04/02/2001,Masculino,109899,153,66
2380,Lucía Méndez,lucia.mendez@yahoo.com,5554321234,26,Perú,19/02/2009,Femenino,72494,175,78
2381,Andrés Castro Gómez,andres.gomez@yahoo.com,800555789,26,España,18/03/2012,Masculino,116403,174,95
2382,Stephanie W.,stephanie.w.@yahoo.com,5551234567,26,Perú,15/03/1991,Femenino,96654,179,63
2383,Juan Pérez,juan.perez@hotmail.com,5551234567,26,México,04/06/2007,Masculino,111050,160,99
2384,María Hernández,maria.hernandez@gmail.com,5551234567,26,Canadá,30/03/2018,Femenino,49805,156,69
2385,Ana López,ana.lopez@gmail.com,5551234567,26,Argentina,15/03/1991,Femenino,40172,180,99
2386,Laura Orozco Sánchez,laura.sanchez@yahoo.com,5554321,26,Perú,03/03/2006,Femenino,66412,193,97
2387,Javier Torres,javier.torres@hotmail.com,5554321234,41,México,30/04/2000,Masculino,71944,159,82
2388,María Hernández,maria.hernandez@gmail.com,5554321234,41,Canadá,11/08/2003,Femenino,48521,188,92
2389,Paula Rivas,paula.rivas@gmail.com,1234567891,41,Canadá,19/07/2015,Femenino,103860,162,64
2390,Stephanie W.,stephanie.w.@gmail.com,5554321,41,U.S,16/07/2017,Femenino,45731,180,61
2391,María Hernández,maria.hernandez@hotmail.com,5554321234,41,UK,29/09/2015,Femenino,52033,156,89
2392,Carlos Garía,carlos.garia@gmail.com,5551234567,41,Argentina,14/08/2000,Masculino,94898,198,69
2393,Pedro Sánz,pedro.sanz@gmail.com,5554321,41,Canadá,10/07/2024,Masculino,74807,191,79
2394,María Hernández,maria.hernandez@hotmail.com,5551234,41,UK,15/03/1991,Femenino,114326,191,87
2395,José Martín,jose.martin@gmail.com,800555789,41,Perú,15/03/1991,Masculino,69440,185,52
2396,Marta Lopez Rodríguez,marta.rodriguez@yahoo.com,5554321,41,Colombia,15/04/2004,Femenino,38081,169,77
2397,Laura Orozco Sánchez,laura.sanchez@gmail.com,1234567891,41,U.S,09/12/2023,Femenino,117314,153,75
2398,Marta Lopez Rodríguez,marta.rodriguez@hotmail.com,5551234,52,Perú,16/07/2004,Femenino,107007,156,79
2399,Lucía Méndez,lucia.mendez@gmail.com,1234567891,42,Canadá,15/01/2017,Femenino,83692,150,62
2400,Laura Orozco Sánchez,laura.sanchez@gmail.com,55987654321,42,Argentina,25/10/2021,Femenino,109906,193,62
2401,Diego García,diego.garcia@gmail.com,5554321,42,U.S,25/12/2009,Masculino,115380,194,51
2402,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,800555789,42,Colombia,01/09/2012,Femenino,35896,191,86
2403,Paula Rivas,paula.rivas@gmail.com,55987654321,48,Méxco,30/03/2014,Femenino,65604,196,98
2404,Javier Torres,javier.torres@yahoo.com,800555789,48,Canadá,14/01/2004,Masculino,69988,162,87
2405,Stephanie W.,stephanie.w.@gmail.com,5554321234,48,Perú,15/03/1991,Femenino,110005,171,51
2406,Juan Pérez,juan.perez@gmail.com,5551234,38,México,17/09/2015,Masculino,33382,170,85
2407,Ana López,ana.lopez@hotmail.com,55987654321,38,Argentina,26/10/2000,Femenino,92424,171,75
2408,Diego García,diego.garcia@gmail.com,5551234,57,Perú,18/03/2011,Masculino,115558,177,60
2409,José Martín,jose.martin@gmail.com,5551234,57,Colombia,02/04/2024,Masculino,59808,158,57
2410,Andrés Castro Gómez,andres.gomez@gmail.com,800555789,57,Colombia,29/11/2012,Masculino,65581,175,93
2411,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321,39,Perú,15/03/1991,Femenino,45656,158,89
2412,Andrés Castro Gómez,andres.gomez@gmail.com,5551234567,39,Argentina,26/08/2005,Masculino,64742,164,92
2413,María Hernández,maria.hernandez@gmail.com,800555789,39,México,02/01/2018,Femenino,62655,159,71
2414,Javier Torres,javier.torres@gmail.com,5551234567,39,U.S,15/03/1991,Masculino,41001,173,69
2415,Andrés Castro Gómez,andres.gomez@gmail.com,5554321,32,U.S,03/06/2024,Masculino,33529,191,57
2416,Ana López,ana.lopez@gmail.com,5551234567,32,U.S,27/01/2013,Femenino,30136,157,78
2417,Andrés Castro Gómez,andres.gomez@gmail.com,5554321234,57,Argentina,13/02/2008,Masculino,41860,173,89
2418,Paula Rivas,paula.rivas@yahoo.com,800555789,49,España,22/12/2020,Femenino,110455,165,75
2419,Diego García,diego.garcia@gmail.com,5554321,18,España,22/01/2005,Masculino,65535,198,79
2420,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5554321234,18,Perú,22/05/2001,Femenino,83818,175,66
2421,Ana López,ana.lopez@gmail.com,1234567891,54,México,15/03/1991,Femenino,71810,176,69
